fcn_no,effective_date,effective_year,substance,manufacturer
1866,"Apr 21, 2018",2018,"2-Propen-1-aminium, N,N-dimethyl-N-2-propen-1-yl-, chloride (1:1), polymer with 2-propenamide, decarboxylated, hydrochlorides (CAS Reg. No. 913068-94-7). REPLACES FCN 971",SNF S.A.S.
1865,"Apr 21, 2018",2018,Isophthalic acid (CAS Reg. No. 121-91-5).,Indorama Ventures USA Inc. and its stewarded affiliates around the world
1864,"Apr 15, 2018",2018,Microfibrillated cellulose pulp.,BillerudKorsnäs AB
1862,"Apr 2, 2018",2018,Glycidyl methacrylate polymer with styrene and methyl methacrylate (CAS Reg. No. 29564-58-7).,The Sherwin-Williams Company
1860,"Mar 31, 2018",2018,"Amorphous SiOC coating applied by catalytic chemical vapor deposition, utilizing vinylsilane (CAS Reg. No. 7291-09-0) as the starting material.","Kirin Company, Ltd."
1858,"Mar 16, 2018",2018,"Polyester-polyurethane adhesive formulated from the following: Benzene, 1,1'-methylenebis[isocyanato (CAS Reg. No. 26447-40-5); hydrocinnamic acid 3,5-di-t-butyl-4-hydroxyoctadecyl ester(CAS Reg. No. 2082-79-3); 1,6-Hexanediol (CAS Reg. No. 629-11-8); 2,2-Dimethyl-1,3-propanediol (CAS Reg. No. 126-30-7); Hexanedioic acid (CAS Reg. No.124-04-9); diethylene glycol (CAS Reg. No. 111-46-6); α-Hydro-ω-hydroxypoly[oxy(methyl-1,2-ethanediyl)] (CAS Reg. No. 25322-69-4); 1,3-Benzenedicarboxylic acid (CAS Reg. No. 121-91-5); 1,3-Isobenzofurandione (CAS Reg. No. 85-44-9); Dipropylene glycol (CAS Reg. No. 25265-71-8); Trimethylolpropane (CAS Reg. No. 77-99-6); Oxirane, 2-methyl-, polymer with α-hydro-ω-hydroxypoly[oxy(methyl-1,2-ethanediyl)] and 1,1'-methylenebis[isocyanatobenzene] (CAS Reg. No. 167883-19-4); 1,3-Propanediol, 2-methyl- (CAS Reg. No.2163-42-0).","COIM USA Inc. COIM S.p.A, Italy"
1857,"Feb 24, 2018",2018,"An aqueous solution of hydrogen peroxide (CAS Reg. No. 7722-84-1), aluminum nitrate, nonahydrate (CAS Reg. No. 7784-27-2), and phosphoric acid (CAS Reg. No. 7664-38-2).","Evonik Active Oxygens, LLC"
1856,"Feb 24, 2018",2018,"An aqueous mixture of peroxyacetic acid (PAA; CAS Reg. No. 79-21-0), hydrogen peroxide (CAS Reg. No. 7722-84-1), acetic acid (CAS Reg. No. 64-19-7), 1-hydroxyethylidine-1,1-diphosphonic acid (CAS Reg. No. 2809-21-4), and optionally sulfuric acid (CAS Reg. No. 7664-93-9).",Valley Chemical Solutions
1854,"May 8, 2018",2018,"Polyurethane resin produced by reacting a mixture of 2,4-toluene diisocyanate (CAS Reg. No. 584-84-9) and 2,6-toluene diisocyanate (CAS Reg. No. 91-08-7) with polyoxyethylene-polyoxypropylene glyceryl ether (CAS Reg. No. 9082-00-2) and 1,4-butanediol (CAS Reg. No. 110-63-4).","Amorim & Irmãos, S.A."
1852,"Feb 11, 2018",2018,"2-Propenoic acid, 2-methyl-, methyl ester, polymer with 1,3-butadiene, diethenylbenzene, ethenylbenzene, and butyl 2-propenoate (CAS. Reg. No. 39373-52-9).",The Dow Chemical Company
1851,"Apr 1, 2018",2018,"An aqueous mixture of peroxyacetic acid (CAS Reg. No. 79-21-0), hydrogen peroxide (CAS Reg. No. 7722-84-1), acetic acid (CAS Reg. No. 64-19-7), 1-hydroxyethylidene-1,1-disphosphonic acid (HEDP) (CAS Reg. No. 2809-21-4), and, optionally, sulfuric acid (CAS Reg. No. 7664-93-9).","Enviro Tech Chemical Services, Inc."
1850,,,REPLACED BY FCN 2000,
1849,"Mar 30, 2018",2018,Phthalimidomethyl copper phthalocyanine (CAS Reg. No. 68411-06-3).,Heubach Colour Pvt Ltd. Heubach Colorants India Limited
1847,,,REPLACED BY FCN 2380,
1845,"Jan 23, 2018",2018,"Sodium salt of (2-propenoic acid, polymers with acrylic acid-isopropanol reaction products (CAS Reg. No. 113133-74-7)).",BASF SE
1844,"Jan 19, 2018",2018,"An aqueous mixture of peroxyacetic acid (PAA) (CAS Reg. No. 79-21-0), hydrogen peroxide (HP) (CAS Reg. No. 7722-84-1), acetic acid (CAS Reg. No. 64-19-7), 1-hydroxyethylidene-1,1-diphosphonic acid (HEDP) (CAS Reg. No. 2809-21-4), water, and, optionally, sulfuric acid (CAS Reg. No. 7664-93-9).",Valley Chemical Solutions
1843,"Apr 9, 2018",2018,"2-propenoic acid, methyl ester, polymer with 1,7-octadiene, diethenylbenzene, ethenylethylbenzene and 2-propenenitrile, modified with N1,N1-dimethyl-1,3-propanediamine",LANXESS Corporation
1842,"Mar 19, 2018",2018,"Copolymers of acrylonitrile, methyl acrylate, divinylbenzene, ethylvinylbenzene, and 1,7-octadiene, reacted with 3-(dimethylamino)-1-propylamine and chloromethane.",LANXESS Corporation
1841,"Mar 23, 2018",2018,"Hexanedioic acid polymer with 1,3-benzenedimethanamine (CAS Reg. No. 25718-70-1).","Mitsubishi Gas Chemical Company, Inc. MGC Advanced Polymers, Inc."
1840,"Jan 9, 2018",2018,"1,4-Benzenedicarboxylic acid, polymer with 1,4-cyclohexanedimethanol, 1,2-ethanediol,[4-(hydroxymethyl) cyclohexyl]methyl 4-(hydroxymethyl)cyclohexanecarboxylate, 2,2'-oxybis[ethanol] and 4,4'-[oxybis(methylene)]bis[cyclohexanemethanol] (CAS Reg. No. 1632972-01-0).","SK Chemicals Co., Ltd."
1839,"Jan 4, 2018",2018,Chromium (III) oxide (CAS Reg. No.1308-38-9).,Oerlikon Balzers Coating AG Oerlikon Surface Solutions AG
1835,"Mar 5, 2018",2018,Poly((R)-3-hydroxybutyric acid-co-(R)-3-hydroxyhexanoic acid) (CAS Reg. No. 198007-37-3).,Kaneka North America LLC
1834,"Dec 15, 2017",2017,Hydroquinone (CAS Reg. No. 123-31-9). REPLACES FCNs 1246 and 1306,Sherwin-Williams Company
1833,"Dec 15, 2017",2017,Sorbic Acid (CAS Reg. No. 110-44-1). REPLACES FCN 1305,Sherwin-Williams Company
1832,"Dec 13, 2017",2017,Diethylene glycol (CAS Reg. No. 111-46-6).,Anderson Development Company
1831,"Dec 13, 2017",2017,Tripropylene glycol (CAS Reg. No. 24800-44-0).,Anderson Development Company
1830,"Dec 13, 2017",2017,Dipropylene glycol (CAS Reg. No. 25265-71-8).,Anderson Development Company
1827,"Feb 24, 2018",2018,"Siloxanes and silicones, di-methyl, vinyl group-terminated, reaction products with polypropylene (CAS Reg. No. 1818406-81-3).","Multibase Inc. DDP Specialty Electronic Materials US 9, LLC"
1825,"Dec 1, 2017",2017,"Siloxanes and silicones, methyl-phenyl, methyl-3,3,3-trifluoropropyl (CAS Reg. No. 1643944-25-5).","Dow Silicones Corporation DDP Specialty Electronic Materials US 9, LLC"
1824,"Dec 1, 2017",2017,Poly-1-butene polymers (CAS Reg. No. 9003-28-5) and butene/ethylene copolymers (CAS Reg. No. 25087-34-7).,LyondellBasell Industries
1823,"Nov 29, 2017",2017,"An aqueous mixture of peroxyacetic acid (PAA) (CAS Reg. No. 79-21-0), hydrogen peroxide (HP) (CAS Reg. No. 7722-84-1), acetic acid (CAS Reg. No. 64-19-7), 1-hydroxyethylidine-1,1-diphosphonic acid (HEDP) (CAS Reg. No. 2809-21-4) and dipicolinic acid (DPA) (CAS Reg. No. 499-83-2).","Brainerd Chemical Company, Inc."
1821,"Nov 21, 2017",2017,"Benzenesulfonic acid, 2,2'-(1,2-ethenediyl)bis[5-[[4-(4-morpholinyl)-6-(phenylamino)-1,3,5-triazin-2-yl]amino]-, sodium salt (CAS Reg. No. 16090-02-1).",Zhejiang Hongda Chemicals Co. Ltd.
1820,"Nov 15, 2017",2017,Styrene-isobutylene block copolymer (CAS Reg. No. 9011-12-5).,"Kaneka North America, LLC"
1819,,,REPLACED BY FCN 2001,
1818,,,REPLACED BY FCN 2272,
1817,,,REPLACED BY FCN 2271,
1816,"Oct 31, 2017",2017,"1,6-Hexanediol (CAS Reg. No. 629-11-8).",Eastman Chemical Company
1815,"Dec 29, 2017",2017,"An aqueous solution of peroxyacetic acid (PAA) (CAS Reg. No. 79-21-0), hydrogen peroxide (CAS Reg. No. 7722-84-1), acetic acid (CAS Reg. No. 64-19-7), with oxalic acid (CAS Reg. No. 144-62-7) and/or maleic acid (CAS Reg. No. 110-16-7).","Evonik Active Oxygens, LLC"
1811,"Oct 13, 2017",2017,Hypochlorous acid (CAS Reg. No. 7790-92-3).,"IET, Inc., DBA EcoloxTech"
1810,"Nov 30, 2017",2017,"An aqueous mixture of peroxyacetic acid (CAS Reg. No. 79-21-0), hydrogen peroxide (CAS Reg. No. 7722-84-1), acetic acid (CAS Reg. No. 64-19-7), 1-hydroxyethylidine-1, 1-disphosphonic acid (CAS Reg. No. 2809-21-4), and optionally sulfuric acid (CAS Reg. No. 7664-93-9).",BioSafe Systems LLC
1809,"Dec 29, 2017",2017,Maleic anhydride-grafted polyethylene (CAS Reg. No. 9006-26-2).,The Dow Chemical Company
1808,"Dec 8, 2017",2017,"1,2,4,5,7,8-Hexoxonane, 3,6,9-trimethyl-, 3,6,9-tris(Et and Pr) derivs. (CAS Reg. No. 1613243-54-1)","Nouryon Functional Chemicals, LLC Nouryon Chemicals NV/SA"
1806,"Oct 4, 2017",2017,"An aqueous mixture of peroxyacetic acid (PAA) (CAS Reg. No. 79-21-0), hydrogen peroxide (HP) (CAS Reg. No. 7722-84-1), acetic acid (AA) (CAS Reg. No. 64-19-7), 1-hydroxyethylidine-1,1-diphosphonic acid (HEDP) (CAS Reg. No. 2809-21-4), and optionally sulfuric acid (SA) (CAS Reg. No. 7664-93-9). REPLACES FCN 1419","Enviro Tech Chemical Services, Inc."
1805,"Dec 20, 2017",2017,"A polymer produced from tetrafluoroethylene (CAS Reg. No. 116-14-3) and 1,1,2,2-tetrafluoro-2-((1,2,2-trifluoroethenyl)oxy)ethanesulfonyl fluoride (CAS Reg. No. 29514-94-1). The polymer is hydrolyzed and may optionally be further neutralized to its ammonium salt.","Syensqo Specialty Polymers USA, LLC"
1804,"Dec 6, 2017",2017,Chlorine dioxide (CAS Reg. No. 10049-04-4).,Selective Micro Technologies
1803,"Dec 29, 2017",2017,"Maleic anhydride, polymer with ethene and 1-hexene (CAS Reg. No. 86286-09-1).",The Dow Chemical Company
1801,"Sep 19, 2017",2017,Acrylonitrile-methacrylonitrile-methyl acrylate-trimethylolpropane trimethacrylate copolymer (CAS Reg. No. 945921-84-6).,Nouryon Pulp and Performance Chemicals AB
1800,,,REPLACED BY FCN 1927,
1799,"Sep 13, 2017",2017,"An aqueous mixture of peroxyacetic acid (CAS Reg. No. 79-21-0), hydrogen peroxide (CAS Reg. No. 7722-84-1), acetic acid (CAS Reg. No. 64-19-7), 1-hydroxyethylidine-1,1-diphosphonic acid (CAS Reg. No. 2809-21-4), and optionally sulfuric acid (CAS Reg. No. 7664-93-9).","Biosan, LLC"
1798,"Sep 1, 2017",2017,"2,2'-(1,4-phenylene)bis[4H-3,1-benzoxazin-4-one] (CAS Reg. No. 18600-59-4). REPLACES FCN 1652","Danxia Chemicals Factory Co., Ltd."
1797,"Aug 30, 2017",2017,"Copolymers of acrylamide, diallyldimethylammonium chloride, 2-methylenebutanedioic acid and propenoic acid. REPLACES FCN 1592","Harima Chemicals, Inc. Plasmine Technology, Inc."
1794,,,REPLACED BY FCN 1889,
1790,"Aug 3, 2017",2017,"Phosphoric acid, iron (2+) salt, (2:3:x) (CAS Reg. No. 14940-41-1 (anhydrous); (CAS Reg. No. 10028-23-6) (octahydrate).","Chemische Fabrik Budenheim KG, Germany Budenheim Ibérica S.L.U., Spain Budenheim USA Inc."
1789,"Sep 16, 2017",2017,High-purity furnace black (CAS Reg. No. 1333-86-4).,Cabot Corporation
1787,"Jul 18, 2017",2017,"Hexanedioic acid, polymer with hexahydro-2H-azepin-2-one and 1,6-hexanediamine (CAS Reg. No. 24993-04-2).",BASF SE
1783,"Sep 8, 2017",2017,"An aqueous mixture of peroxyacetic acid, (CAS Reg. No. 79-21-0), hydrogen peroxide (CAS Reg. No. 7722-84-1), glycerol (CAS Reg. No. 56-81-5), and optionally acetic acid (CAS Reg. No. 64-19-7) or sulfuric acid (CAS Reg. No. 7664-93-9).","Eltron Research & Development, LLC BioSafe Systems LLC"
1778,"Jun 14, 2017",2017,"1,4-Bis(2-ethylhexyl) benzenedicarboxylate (CAS Reg. No. 6422-86-2).",BASF Corporation
1777,"Aug 17, 2017",2017,"Poly[(chloro-1,4-phenylene)-1,2-ethanediyl] film (CAS Reg. No. 9052-19-1).",Galentis S.r.l.
1775,"Jun 2, 2017",2017,"2-Propenoic acid, sodium salt, homopolymer (CAS Reg. No. 9003-04-7). REPLACES FCN 946","Coatex SAS Coatex Netherlands BV Coatex, Inc. Changshu Coatex Additive COATEX Latin America Industria e Comérico Ltda"
1771,"May 26, 2017",2017,Tris(2-ethylhexyl) trimellitate (CAS Reg. No. 3319-31-1).,BASF Corporation
1770,"May 26, 2017",2017,"Polyurethane resin produced by reacting a mixture of 2,4-toluene diisocyanate (CAS Reg. No. 584-84-9) and 2,6-toluene diisocyanate (CAS Reg. No. 91-08-7) with polyoxyethylene-polyoxypropylene glyceryl ether (CAS Reg. No. 9082-00-2) and 1,4-butanediol (CAS Reg. No. 110-63-4).",Diam Bouchage SAS
1769,"May 24, 2017",2017,"Phosphorous acid, triphenyl ester, polymer with α-hydro-ω-hydroxypoly[oxy(methyl-1,2-ethanediyl)], C 10-16 alkyl esters (CAS Reg. No. 1227937-46-3)",Dover Chemical Corporation
1768,"May 18, 2017",2017,A solution of silver dihydrogen citrate stabilized with sodium lauryl sulfate and citric acid.,"Pure Bioscience, Inc."
1767,,,REPLACED BY FCN 1957,
1764,"Aug 2, 2017",2017,Chlorine dioxide (CAS Reg. No. 10049-04-4).,"Selective Micro Technologies, LLC"
1763,"May 5, 2017",2017,"2-Methylene-1,3-propanediol (MPDiol) modified ethylene-vinyl alcohol (EVOH) copolymers (CAS Reg. No. 1485481-35-3).","Kuraray Company, Ltd."
1761,"Jul 5, 2017",2017,Polycaprolactone (CAS Reg. No. 24980-41-4).,Ingevity
1756,,,REPLACED BY FCN 2079,
1755,"May 3, 2017",2017,"Benzenesulfonic acid, 2,2'-(1,2-ethenediyl)bis(5-((4-(bis(2-hydroxyethyl)amino)-6-((4-sulfophenyl)amino)-1,3,5-triazin-2-yl)amino)-, tetrasodium salt (CAS Reg. No. 16470-24-9).",Zhejiang Transfar Whyyon Chemical Co. Ltd.
1754,"Jul 22, 2017",2017,"Butanoic acid, 3-hydroxy-, (R)-, homopolymer (CAS Reg. No. 29435-48-1).","Newlight Technologies, Inc."
1753,"Apr 21, 2017",2017,"Phosphorous acid, mixed 2,4-bis(1,1-dimethylpropyl)phenyl and 4-(1,1-dimethylpropyl)phenyl triesters (CAS Reg. No. 939402-02-5).",Addivant
1752,"Jun 24, 2017",2017,"2,5-Furandione, polymer with ethene, ester with ethenol homopolymer (CAS Reg. No. 76930-37-5).",Unitika Ltd.
1751,"Jul 7, 2017",2017,"Carbonic dichloride, polymer with 2,3-dihydro-3,3-bis(4-hydroxyphenyl)-2-phenyl-1-H-isoindol-1-one and 4,4-(1-methylethylidene)bis[phenol], bis[4-(1-methyl-1-phenylethyl)phenyl] ester (CAS Reg. No. 503834-43-3).",SHPP US LLC
1749,"Apr 18, 2017",2017,"2,2,4,4-Tetramethylcyclobutane-1,3-diol (CAS Reg. No. 3010-96-6).",Eastman Chemical Company
1746,"Apr 15, 2017",2017,"Polyester-polyurethane adhesive formulated from the following: Polyurethane component prepared from allophanate-modified methane diphenyl diisocyanate, 4,4'-diphenylmethane diisocyanate (CAS Reg. No. 101-68-8), propylene oxide, ethylene oxide, 1,2-propanediol, hexamethylene diisocyanate homopolymer (CAS Reg. No. 28182-81-2), and hexamethylene diisocyanate (CAS Reg. No. 822-06-0) and Polyester/polyether/polyol component prepared from adipic acid (CAS Reg. No. 124-04-0), 1,3-benzenedicarboxylic acid (CAS Reg. No. 121-91-5), diethylene glycol (CAS Reg. No. 111-46-6), 1,2-propanediol (CAS Reg. No. 57-55-6), polypropylene glycol (CAS Reg. No. 25322-69-4), and 1,2,3-propanetriol (CAS Reg. No. 56-81-5).","Henkel, Inc."
1745,,,REPLACED BY FCN 2046,
1743,,,REPLACED BY FCN 1850,
1742,"Jun 14, 2017",2017,"2-Propenoic acid, homopolymer, sodium salt (CAS Reg. No. 9003-04-7).","Bulk Chemical Services, LLC"
1740,"Mar 31, 2017",2017,"Decanedioic acid, polymer with 11-aminoundecanoic acid and 4,4'-methylenebis[2-methylcyclohexanamine] (CAS Reg. No. 1107603-83-7).",Arkema
1739,"Jul 11, 2017",2017,"Benzene, diethenyl-, polymer with ethenylbenzene and ethenylethylbenzene, chloromethylated (CAS Reg. No. 69011-14-9).","DDP Specialty Electronic Materials US, LLC"
1738,"Mar 28, 2017",2017,"An aqueous mixture of peroxyacetic acid (CAS Reg. No. 79-21-0), hydrogen peroxide (CAS Reg. No. 7722-84-1), acetic acid (CAS Reg. No. 64-19-7), 1-hydroxyethylidine-1,1-diphosphonic acid (HEDP; CAS Reg. No. 2809-21-4), and optionally sulfuric acid (CAS Reg. No. 7664-93-9). REPLACES FCN 447","Enviro Tech Chemical Services, Inc."
1733,"Jul 7, 2017",2017,2-methyl-4-isothiazolin-3-one (CAS Reg. No. 2682-20-4).,LANXESS Corporation
1731,,,REPLACED BY FCN 1951,
1727,"Mar 18, 2017",2017,"An aqueous mixture of peroxyacetic acid (CAS Reg. No. 79-21-0), hydrogen peroxide (CAS Reg. No. 7722-84-1), acetic acid (CAS Reg. No. 64-19-7), 1-hydroxyethylidine-1,1-diphosphonic acid (HEDP) (CAS Reg. No. 2809-21-4), and optionally sulfuric acid (CAS Reg. No. 7664-93-9).","CraftChem, Inc."
1726,"Jan 26, 2017",2017,"An aqueous mixture of peroxyacetic acid (PAA)(CAS Reg. No. 79-21-0), hydrogen peroxide (HP)(CAS Reg. No. 7722-84-l), acetic acid (CAS Reg. No. 64-19-7), l-hydroxyethylidene-1,1-diphosphonic acid (HEDP) (CAS Reg. No. 2809-21-4), and, optionally, sulfuric acid (CAS Reg. No. 7664-93-9).","Evonik Active Oxygens, LLC"
1725,"Mar 28, 2017",2017,"SiO x C y H z polymeric coatings formed by plasma enhanced chemical vapor deposition, utilizing tetramethylsilane (CAS Reg. No. 75-76-3) and oxygen as the starting materials.",Party IP Holdings LLC
1724,"Jan 24, 2017",2017,"Phosphorous acid, triphenyl ester, polymer with α-hydro-ω-hydroxypoly[oxy(methyl-1,2-ethanediyl)], C 10-16 alkyl esters (CAS Reg. No. 1227937-46-3).",Dover Chemical Corporation
1723,"Jan 13, 2017",2017,"1-hexene, 3,3,4,4,5,5,6,6,6-nonafluoro-, polymer with 1,1,2,2-tetrafluoroethene (CAS Reg. No. 82606-24-4). REPLACES FCN 1065","Asahi Glass Co., Ltd. AGC Chemicals Europe AGC Chemicals Americas, Inc."
1720,"Jan 5, 2017",2017,"A mixture of 5-chloro-2-methyl-4-isothiazolin-3-one (CIT; CAS Reg. No. 26172-55-4) and 2-methyl-4-isothiazolin-3-one (MIT; CAS Reg. No. 2682-20-4) at a ratio of 3 parts to 1 part by weight, optionally stabilized with magnesium nitrate or sodium nitrate and optionally further stabilized with 0.15 percent copper (II) nitrate.","Arxada, LLC"
1718,"Feb 22, 2017",2017,"Polyurethane adhesive formulated from: Polyester resins prepared by the reaction of a mixture of acids and alcohols listed in 21 CFR 175.300 (b)(3)(vii); Isocyanate hardeners consisting of one or more of the following m-xylylene diisocyanate (CAS Reg. No. 3634-83-1), m-xylylene diisocyanate-trimethylol propane prepolymer (CAS Reg. No. 51852-81-4), 2-ethyl-1-hexanol reaction products with 1,6-diisocyanatohexane, 1,6-diisocyanatohexane (CAS Reg. No. 822-06-0), and prepolymers of them. Optional use, in either the urethane hardener or polyester resin portions of the resin, of trimethoxysilane coupling agents containing amino, epoxy, ether, or mercapto groups comprising not more than 3 percent by weight of the cured adhesive and/or the triethoxysilane coupling agent described in the notification. An inorganic filler must be included in the adhesive as described in the notification.",DIC Corporation
1717,"Apr 13, 2017",2017,"Ethene, polymer with 1-hexene and 1-propene (CAS Reg. No. 25895-46-9).",Japan Polyethylene Corporation
1716,,,REPLACED BY FCN 2097,
1715,"Feb 4, 2017",2017,"An aqueous mixture of peroxyacetic acid (PAA) (CAS Reg. No. 79-21-0), hydrogen peroxide (HP) (CAS Reg. No. 7722-84-1), acetic acid (CAS Reg. No. 64-19-7) and 1-hydroxyethylidine-1,1-diphosphonic acid (HEDP) (CAS Reg. No. 2809-21-4).","Seeler Industries, Inc."
1713,"Dec 13, 2016",2016,"An aqueous mixture of peroxyacetic acid (CAS Reg. No. 79-21-0), hydrogen peroxide (CAS Reg. No. 7722-84-1), acetic acid (CAS Reg. No. 64-19-7), and 1-hydroxyethylidene-1,1-diphosphonic acid (CAS Reg. No. 2809-21-4).","Brainerd Chemical Company, Inc."
1712,"Dec 13, 2016",2016,"1,3-Benzenedicarboxylic acid, polymer with azacyclotridecan-2-one, 1,4-benzenedicarboxylic acid and 4,4'-methylenebis[2-methylcyclohexanamine] (CAS Reg. No. 62694-40-0).",Arkema
1707,"Mar 22, 2017",2017,"1,4-Benzenedicarboxylic acid, polymer with 5-amino-1,3,3-trimethylcyclohexanemethanamine and hexahydro-2H-azepin-2-one (CAS Reg. No. 1105025-82-8).",DSM Engineering Plastics B.V.
1705,"Nov 25, 2016",2016,"Siloxanes and silicones, di-Me, hydroxyl-terminated, reaction products with silica (CAS Reg. No. 102782-80-9).",Fuji Silysia Chemical Ltd.
1704,"Jan 17, 2017",2017,Dimethyl ether (CAS Reg. No. 115-10-6).,Nobian Industrial Chemicals B.V.
1701,"Jan 10, 2017",2017,"Chromium metal, chromium (III) oxide, chromium (III) hydroxide and chromium carbide material obtained by electrodeposition onto low carbon mild steel.",Tata Steel IJmuiden B.V.; Tata Steel UK Ltd; thyssenkrupp Rasselstein GmbH
1700,"Nov 15, 2016",2016,Monochloramine (CAS Reg. No. 10599-90-3).,"Buckman Laboratories, Inc."
1699,"Nov 2, 2016",2016,"Styrene-maleic anhydride copolymer, end-capped with cumene (CAS Reg. No. 26762-29-8).","Rock Paint Co., Ltd."
1698,"Jan 10, 2017",2017,Trimethylolpropane (CAS Reg. No. 77-99-6),"Mitsubishi Gas Chemical Company, Inc."
1697,"Oct 21, 2016",2016,Tetrakis(hydroxymethyl)phosphonium sulfate (THPS) (CAS Reg. No. 55566-30-8).,LANXESS Corporation
1696,"Oct 19, 2016",2016,Pyromellitic dianhydride (CAS Reg. No. 89-32-7). REPLACES FCNs 1140 and 1238,Sherwin-Williams Company
1694,"Oct 13, 2016",2016,"An aqueous mixture of peroxyacetic acid (CAS Reg. No. 79-21-0), hydrogen peroxide (CAS Reg. No. 7722-84-1), acetic acid (CAS Reg. No. 64-19-7), 1-hydroxyethylidene-1,1-diphosphonic acid (CAS Reg. No. 2809-21-4) and optionally sulfuric acid (CAS Reg. No. 7664-93-9).","Alex C. Fergusson, LLC (AFCO)"
1693,"Nov 25, 2016",2016,"An aqueous mixture of peroxyacetic acid (PAA) (CAS Reg. No. 79-21-0), hydrogen peroxide (HP) (CAS Reg. No. 7722-84-l), acetic acid (CAS Reg. No. 64-19-7), 1-hydroxyethylidine-1,1-diphosphonic acid (HEDP) (CAS Reg. No. 2809-21-4), and optionally sulfuric acid (CAS Reg. No. 7664-93-9).",Kroff Technologies
1692,"Dec 17, 2016",2016,"Polyester-polyurethane adhesive formulated as follows: polyurethane component prepared from isophthalic acid, diethylene glycol, adipic acid, 4,4'-diphenylmethane diisocyanate (CAS Reg. No. 101-68-8) and hexamethylene diisocyanate homopolymer (CAS Reg. No. 28182-81-2); and Polyester-polyol component prepared from isophthalic acid, diethylene glycol, castor oil, propoxylated glycerol, propoxylated trimethylolpropane and caprolactam.","Henkel, Inc."
1691,"Dec 23, 2016",2016,Trimethylolpropane (CAS Reg. No. 77-99-6).,Henan Billions Chemicals Co. Ltd. Billions Europe Ltd. Billions America Corporation
1688,"Nov 30, 2016",2016,"An aqueous mixture containing peroxyacetic acid (PAA, CAS Reg. No. 79-21-0), hydrogen peroxide (HP, CAS Reg. No. 7722-84-1), acetic acid (CAS Reg. No. 64-19-7), 1-hydroxyethylidene-1,1-diphosphonic acid (HEDP, CAS Reg. No. 2809-21-4), and, optionally, sulfuric acid (CAS Reg. No. 7664-93-9).","Evonik Active Oxygens, LLC"
